ciclo	tratamento	linha_entrelinha	profundidade	bloco	ds	ds_max	grau_de_compactacao	argila	silte	areia	macro	micro	pt	dp	rp	dmp	macroagregado	ssi	p_resina	mos	ph	k	ca	mg	h_al	c	est_c	n	n_g_kg	est_n
2	amendoim_cm	l	20_30	b3	1.82	1.81	100.37	267	102	631	0.05	0.32	0.37	2.7	1.48	0.5	6.61	0.02	9	9	4.3	0.5	7	4	22	3.36	5.41	0.03	0.35	0.64
2	amendoim_cm	l	30_70	b1	1.71	1.76	97.15	322	107	571	0.09	0.34	0.43	2.69	1	0.58	4.56	0.02	3	11	4.6	0.6	15	6	28	5.14	33.1	0.06	0.57	4.20
2	amendoim_cm	l	30_70	b2	1.56	1.76	88.49	322	107	571	0.07	0.35	0.42	2.69	1.07	0.34	4.23	0.02	1	9	4.7	0.4	13	7	25	4.81	30.95	0.05	0.47	0.00
2	amendoim_cm	l	30_70	b3	1.72	1.77	97.45	322	107	571	0.11	0.25	0.36	2.69	0.93	0.49	3.92	0.01	1	9	4.4	0.3	14	6.5	18	3.6	23.16	0.00	0.00	0.00
2	amendoim_pd	el	0_20	b1	1.81	1.82	99.01	224.4	102.8	673	0.04	0.3	0.34	2.69	1.68	0.47	2.45	0.04	2.6	14	4.4	0.95	10.6	5.2	30.4	6.28	12.98	0.41	4.08	0.47
2	amendoim_pd	el	0_20	b2	1.81	1.83	98.6	224.4	102.8	673	0.05	0.27	0.32	2.69	1.56	0.41	2.7	0.03	2.8	11.7	5.12	1.28	12.6	7.4	23.6	4.92	11.35	0.54	5.44	0.59
2	amendoim_pd	el	0_20	b3	1.77	1.83	96.95	224.4	102.8	673	0.05	0.31	0.35	2.69	1.59	0.56	2.58	0.03	1.8	12	4.58	1.22	12.2	5.6	24.8	5.51	11.94	0.48	4.76	0.53
2	amendoim_pd	el	20_30	b1	1.79	1.79	99.89	267	102	631	0.04	0.3	0.34	2.7	1.26	0.51	1.9	0.03	2	13	4.4	0.3	10	6	28	5.93	10.2	0.47	4.75	0.83
2	amendoim_pd	el	20_30	b2	1.75	1.8	97.55	267	102	631	0.09	0.26	0.35	2.7	1.32	0.45	2.1	0.03	1.5	12	4.35	0.45	12.5	6	28	5.42	9.32	0.51	5.12	0.90
2	amendoim_pd	el	20_30	b3	1.67	1.8	92.6	267	102	631	0.04	0.34	0.38	2.7	1.38	0.57	1.36	0.02	1	11	4.3	0.6	15	6	28	4.9	8.43	0.49	4.94	0.86
2	amendoim_pd	el	30_70	b1	1.77	1.76	100.59	322	107	571	0.04	0.36	0.4	2.69	1.24	0.53	1.38	0.02	1	11	5	0.45	15	5	25	4.87	31.16	0.42	4.24	2.88
2	amendoim_pd	el	30_70	b2	1.75	1.76	99.53	322	107	571	0.03	0.32	0.35	2.69	1.36	0.37	1.85	0.02	2	11	5.2	0.4	16	9	20	4.68	29.94	0.42	4.24	2.88
2	amendoim_pd	el	30_70	b3	1.79	1.76	101.6	322	107	571	0.04	0.35	0.39	2.69	1.12	0.68	1.92	0.02	1	11	4.4	0.5	14	6	25	4.87	31.15	0.42	4.24	2.88
2	amendoim_pd	l	0_20	b1	1.67	1.82	91.34	224.4	102.8	673	0.07	0.33	0.4	2.69	1.3	0.58	5.04	0.04	2.2	14.4	4.22	1.06	8.6	5.4	33	6.59	11.81	0.03	0.33	0.39
2	amendoim_pd	l	0_20	b2	1.66	1.83	90.6	224.4	102.8	673	0.07	0.32	0.39	2.69	1.14	0.54	4.25	0.03	2.3	12.7	4.7	0.95	9.9	5.6	22.9	5.22	11.31	0.00	0.00	0.00
2	amendoim_pd	l	0_20	b3	1.68	1.83	91.85	224.4	102.8	673	0.06	0.32	0.38	2.69	1.06	0.62	5.07	0.03	1.8	13	4.48	1.12	13	6.2	28.6	6.16	15.39	0.04	0.40	0.34
2	amendoim_pd	l	20_30	b1	1.66	1.8	92.52	267	102	631	0.03	0.36	0.38	2.7	0.84	0.53	3.68	0.02	1	12	4.2	0.5	10	4	34	5.21	8.39	0.04	0.42	0.77
2	amendoim_pd	l	20_30	b2	1.71	1.81	94.9	267	102	631	0.02	0.34	0.36	2.7	0.76	0.51	4.6	0.02	2	10	5	0.8	9	4	18	3.66	5.88	0.00	0.00	0.00
2	amendoim_pd	l	20_30	b3	1.66	1.8	92.25	267	102	631	0.03	0.33	0.36	2.7	0.91	0.49	3.92	0.02	1	11	4.4	0.4	15	7	34	4.43	7.14	0.00	0.00	0.00
2	amendoim_pd	l	30_70	b1	1.56	1.76	88.58	322	107	571	0.09	0.33	0.42	2.69	1.16	0.82	1.65	0.02	1	10	4.8	0.3	13	10	25	4.24	27.31	0.04	0.36	2.69
2	amendoim_pd	l	30_70	b2	1.65	1.76	94	322	107	571	0.08	0.34	0.42	2.69	1.4	0.89	1.77	0.02	3	11	4.8	0.35	13	12	25	5.15	33.15	0.00	0.00	0.00
2	amendoim_pd	l	30_70	b3	1.62	1.74	93.03	322	107	571	0.07	0.33	0.4	2.69	1.28	0.97	1.31	0.03	1	14	4.6	0.4	20	8	28	7.84	50.48	0.03	0.33	0.00
2	amendoim_pp	el	0_20	b1	1.74	1.82	95.56	224.4	102.8	673	0.06	0.3	0.36	2.69	1.15	0.54	3.9	0.04	2.2	15.2	4.48	0.98	11.8	8	24.7	6.62	13.35	0.44	4.44	0.49
2	amendoim_pp	el	0_20	b2	1.78	1.83	97.29	224.4	102.8	673	0.06	0.29	0.35	2.69	1.15	0.39	3.46	0.03	1.8	11.4	5.32	0.68	14.8	8.4	18	4.77	10.28	0.49	4.89	0.53
2	amendoim_pp	el	0_20	b3	1.79	1.83	98.02	224.4	102.8	673	0.06	0.27	0.33	2.69	1.15	0.62	3.93	0.03	2.4	12.7	4.82	1.02	13.1	8.7	21.9	5.49	10.41	0.47	4.66	0.51
2	amendoim_pp	el	20_30	b1	1.71	1.8	95.31	267	102	631	0.04	0.33	0.37	2.7	0.83	0.35	6.69	0.02	1	15	4.6	0.5	12	9	34	5.35	9.2	0.56	5.56	0.97
2	amendoim_pp	el	20_30	b2	1.75	1.8	97.32	267	102	631	0.05	0.3	0.35	2.7	0.91	0.26	4.02	0.02	1	11	5.1	0.4	14	8	20	4.47	7.69	0.39	3.92	0.69
2	amendoim_pp	el	20_30	b3	1.86	1.8	103.22	267	102	631	0.05	0.21	0.26	2.7	0.74	0.44	7.14	0.02	1	10	4.7	0.6	12	8	20	4.58	7.87	0.47	4.74	0.83
2	amendoim_pp	el	30_70	b1	1.68	1.76	95.86	322	107	571	0.03	0.37	0.4	2.69	1.04	0.66	1.9	0.02	1	11	4.8	0.4	12	9	31	5.01	32.08	0.68	6.84	4.65
2	amendoim_pp	el	30_70	b2	1.76	1.76	99.77	322	107	571	0.03	0.32	0.35	2.69	1.23	0.55	2	0.02	1	10	5.6	0.2	17	14	18	4.13	26.45	0.51	5.08	3.45
2	amendoim_pp	el	30_70	b3	1.85	1.77	104.69	322	107	571	0.03	0.28	0.31	2.69	0.86	0.44	2.13	0.01	1	10.5	5.2	0.3	14.5	11.5	24.5	3.51	22.48	0.60	5.96	4.05
2	amendoim_pp	l	0_20	b1	1.64	1.82	89.95	224.4	102.8	673	0.05	0.35	0.41	2.69	1.32	0.56	5.3	0.04	2.4	13	4.62	1.49	12	7.6	30.4	6.31	11.94	0.07	0.69	0.69
2	amendoim_pp	l	0_20	b2	1.61	1.83	88	224.4	102.8	673	0.06	0.33	0.39	2.69	1.02	0.55	5.56	0.03	1.8	13	4.72	1.31	12.8	7.6	24.8	5.45	11.54	0.04	0.44	0.23
2	amendoim_pp	l	0_20	b3	1.56	1.82	85.9	224.4	102.8	673	0.05	0.34	0.39	2.69	1.03	0.53	5.1	0.04	2	11.6	4.24	1.83	9.7	6.6	25.2	6.29	12.11	0.05	0.48	0.29
2	amendoim_pp	l	20_30	b1	1.76	1.8	97.76	267	102	631	0.07	0.34	0.41	2.7	1.53	0.46	1.29	0.03	4	12	4.6	1.1	13	8	31	5.75	9.25	0.04	0.42	0.77
2	amendoim_pp	l	20_30	b2	1.57	1.8	87.27	267	102	631	0.09	0.33	0.42	2.7	1.32	0.39	1.51	0.02	2	11	4.8	0.8	16	10	25	4.69	7.55	0.00	0.00	0.00
2	amendoim_pp	l	20_30	b3	1.66	1.79	92.72	267	102	631	0.05	0.34	0.38	2.7	1.1	0.49	1.22	0.03	2	11	4.1	1.2	14.5	9	25	5.97	9.61	0.00	0.00	0.00
2	amendoim_pp	l	30_70	b1	1.73	1.76	98.24	322	107	571	0.01	0.36	0.37	2.69	1.36	0.36	2.33	0.02	2	10	5.1	0.65	15	9	25	4.36	28.07	0.03	0.30	2.24
2	amendoim_pp	l	30_70	b2	1.76	1.76	99.77	322	107	571	0.01	0.36	0.37	2.69	1.01	0.4	2.69	0.02	1	10	5.7	0.5	19	8	18	4.2	27.05	0.00	0.00	0.00
2	amendoim_pp	l	30_70	b3	1.69	1.76	96.26	322	107	571	0.01	0.36	0.37	2.69	1.19	0.32	3.93	0.02	2	9	4.6	0.8	11	7	20	4.49	28.9	0.00	0.00	0.00
2	crotalária_cm	el	0_20	b1	1.72	1.83	94.32	224.4	102.8	673	0.04	0.33	0.37	2.69	1.68	0.54	4.18	0.03	2	13.2	4.94	0.7	13.2	7.2	24	5.75	12.88	0.51	5.09	0.56
2	crotalária_cm	el	0_20	b2	1.7	1.83	92.63	224.4	102.8	673	0.04	0.35	0.38	2.69	1.5	0.54	3.7	0.03	1.6	11.6	4.92	0.98	15.6	6.2	22.8	4.69	10.79	0.58	5.84	0.66
2	crotalária_cm	el	0_20	b3	1.66	1.83	90.99	224.4	102.8	673	0.05	0.33	0.38	2.69	1.67	0.55	4.25	0.03	2.2	12.8	5.26	1.15	17.2	9.3	17.4	5.57	12	0.55	5.47	0.61
2	crotalária_cm	el	20_30	b1	1.68	1.79	93.65	267	102	631	0.03	0.35	0.38	2.7	1.58	0.47	2.76	0.03	1	13	4.8	0.4	13	8	31	6.09	10.48	0.47	4.74	0.82
2	crotalária_cm	el	20_30	b2	1.73	1.81	96.01	267	102	631	0.04	0.35	0.39	2.7	1.42	0.6	2.6	0.02	1	11	4.8	0.7	15	6	25	3.91	6.73	0.22	2.19	0.38
2	crotalária_cm	el	20_30	b3	1.65	1.8	91.66	267	102	631	0.05	0.34	0.39	2.7	1.5	0.73	2.49	0.02	1	11	5.2	0.7	20	10	18	5.16	8.87	0.72	7.20	1.24
2	crotalária_cm	el	30_70	b1	1.59	1.76	90.62	322	107	571	0.05	0.36	0.41	2.69	1.13	0.86	9.24	0.02	1	12	4.5	0.3	12	5	19	5.19	33.18	0.47	4.66	2.98
2	crotalária_cm	el	30_70	b2	1.68	1.76	95.69	322	107	571	0.05	0.35	0.4	2.69	1.25	0.61	6.23	0.02	1	11	5.1	0.4	21	6	20	4.71	30.12	0.47	4.70	3.01
2	crotalária_cm	el	30_70	b3	1.57	1.76	89.42	322	107	571	0.06	0.35	0.42	2.69	1.79	0.71	8.08	0.02	1	10	5.1	0.35	20	5.5	18	4.56	29.16	0.60	6.02	3.85
2	crotalária_cm	l	0_20	b1	1.68	1.83	91.79	224.4	102.8	673	0.05	0.32	0.37	2.69	1.07	0.56	5.34	0.03	3.2	13.4	4.46	1.02	12	5.4	32.2	5.88	12.58	0.03	0.33	0.38
2	crotalária_cm	l	0_20	b2	1.72	1.83	93.77	224.4	102.8	673	0.04	0.32	0.36	2.69	1.14	0.6	5.45	0.03	3.6	11.8	4.98	0.96	14.5	5.6	23.6	5.02	10.32	0.06	0.65	0.67
2	crotalária_cm	l	0_20	b3	1.64	1.83	89.74	224.4	102.8	673	0.04	0.35	0.38	2.69	1	0.67	5.6	0.03	3.8	11.8	4.5	2.22	11.8	6.8	24.4	5.84	11.58	0.04	0.40	0.43
2	crotalária_cm	l	20_30	b1	1.64	1.8	91.1	267	102	631	0.05	0.35	0.39	2.7	1.61	0.46	4.45	0.02	1	11	4.7	0.4	13	6	28	4.92	7.91	0.02	0.23	0.41
2	crotalária_cm	l	20_30	b2	1.77	1.8	98.53	267	102	631	0.01	0.33	0.34	2.7	1.25	0.53	5.24	0.02	1	11	5.2	0.4	19	6	20	4.95	7.97	0.05	0.48	0.87
2	crotalária_cm	l	20_30	b3	1.67	1.8	92.88	267	102	631	0.01	0.37	0.38	2.7	1.43	0.61	5.17	0.03	1	11	4.4	3.6	14	8	25	5.74	9.24	0.06	0.55	1.01
2	crotalária_cm	l	30_70	b1	1.59	1.76	90.56	322	107	571	0.04	0.34	0.38	2.69	1.05	0.6	1.75	0.02	1	12	4.8	0.3	15	6	31	5.43	34.94	0.03	0.33	2.45
2	crotalária_cm	l	30_70	b2	1.59	1.76	90.09	322	107	571	0.03	0.38	0.41	2.69	1.33	0.58	1.4	0.02	2	9	5.5	0.4	20	7	20	4.03	25.98	0.05	0.46	3.40
2	crotalária_cm	l	30_70	b3	1.59	1.76	90.14	322	107	571	0.04	0.37	0.41	2.69	1.16	0.57	1.55	0.02	2	11	4.8	0.35	16	7	20	4.49	28.94	0.03	0.27	2.01
2	crotalária_pd	el	0_20	b1	1.69	1.82	92.93	224.4	102.8	673	0.04	0.33	0.37	2.69	1.35	0.55	6.27	0.04	3.6	15.6	4.38	1.59	10.6	7.4	27.5	7.11	14.32	0.53	5.27	0.57
2	crotalária_pd	el	0_20	b2	1.62	1.83	88.61	224.4	102.8	673	0.04	0.34	0.38	2.69	1.09	0.57	5.34	0.03	2.4	13	4.7	1.38	10.2	5.8	23.8	5.13	11.57	0.53	5.29	0.58
2	crotalária_pd	el	0_20	b3	1.67	1.82	91.69	224.4	102.8	673	0.04	0.33	0.36	2.69	1.11	0.48	5.77	0.04	1.5	12.2	4.78	1.74	9.5	6	18.6	6.3	12.13	0.53	5.28	0.57
2	crotalária_pd	el	20_30	b1	1.68	1.79	93.63	267	102	631	0.03	0.35	0.38	2.7	1.61	0.46	4.9	0.03	2	14	4.2	1	8	7	20	6.75	11.6	0.50	4.99	0.87
2	crotalária_pd	el	20_30	b2	1.7	1.8	94.6	267	102	631	0.04	0.33	0.37	2.7	1.39	0.44	3.9	0.02	2	12	4.8	0.8	8	5	22	4.54	7.81	0.35	3.52	0.62
2	crotalária_pd	el	20_30	b3	1.73	1.8	96.58	267	102	631	0.02	0.33	0.36	2.7	1.17	0.48	3.93	0.03	1	11	4.8	0.9	10	7	18	5.8	9.97	0.43	4.25	0.74
2	crotalária_pd	el	30_70	b1	1.59	1.76	90.59	322	107	571	0.05	0.36	0.41	2.69	1.38	0.51	2.18	0.02	2	12	4.3	0.7	7	9	34	5.08	32.53	0.49	4.86	3.30
2	crotalária_pd	el	30_70	b2	1.45	1.76	82.58	322	107	571	0.05	0.32	0.37	2.69	0.99	0.54	1.93	0.02	1	11	4.8	0.5	11	10	25	4.9	31.33	0.38	3.85	2.61
2	crotalária_pd	el	30_70	b3	1.69	1.76	95.61	322	107	571	0.04	0.33	0.37	2.69	0.92	0.42	1.61	0.02	1.5	9	5.4	0.8	9	8	15	4	25.59	0.44	4.35	2.96
2	crotalária_pd	l	0_20	b1	1.52	1.82	83.63	224.4	102.8	673	0.11	0.33	0.44	2.69	0.86	0.88	10.84	0.04	5.5	15	4.71	1.54	13.8	8.1	28.2	7.28	12.92	0.05	0.51	0.52
2	crotalária_pd	l	0_20	b2	1.62	1.83	88.4	224.4	102.8	673	0.09	0.34	0.44	2.69	0.65	0.85	10.95	0.03	5.55	13.5	4.59	1.39	11.1	7.1	25.8	5.53	11.79	0.00	0.00	0.00
2	crotalária_pd	l	0_20	b3	1.58	1.82	86.55	224.4	102.8	673	0.09	0.32	0.41	2.69	0.76	0.82	10.8	0.04	2.6	13.2	4.72	1.5	11.5	7.45	20.6	6.88	12.38	0.01	0.14	0.12
2	crotalária_pd	l	20_30	b1	1.6	1.8	89.04	267	102	631	0.1	0.3	0.41	2.7	0.83	0.85	7.41	0.03	2	12	4.3	0.7	9	7	34	5.76	9.28	0.03	0.29	0.53
2	crotalária_pd	l	20_30	b2	1.66	1.8	92.04	267	102	631	0.08	0.3	0.39	2.7	0.56	0.85	10.05	0.02	2	11	4.2	0.7	6	8	31	4.36	7.02	0.00	0.00	0.00
2	crotalária_pd	l	20_30	b3	1.63	1.8	90.67	267	102	631	0.09	0.3	0.4	2.7	0.69	0.84	11.28	0.03	2	12	5	0.8	7.5	9	18	5.52	8.89	0.03	0.33	0.61
2	crotalária_pd	l	30_70	b1	1.56	1.76	88.43	322	107	571	0.1	0.33	0.42	2.69	1.56	0.62	7.5	0.02	5.5	11	4.95	0.7	17	9.5	23	4.52	29.11	0.00	0.00	0.00
2	crotalária_pd	l	30_70	b2	1.66	1.76	94.38	322	107	571	0.08	0.35	0.43	2.69	1.02	0.7	6.62	0.02	9	12	4.3	0.8	13	8	31	5.02	32.34	0.00	0.00	0.00
2	crotalária_pd	l	30_70	b3	1.61	1.76	91.34	322	107	571	0.06	0.34	0.4	2.69	1.29	0.66	9.91	0.02	2	10	5.6	0.6	21	8.75	15	4.54	29.22	0.03	0.33	2.48
2	crotalária_pp	el	0_20	b1	1.71	1.83	93.69	224.4	102.8	673	0.06	0.31	0.36	2.69	1.67	0.61	5.8	0.03	2	12.4	4.6	0.76	11.6	8.3	29.2	5.66	11.18	0.49	4.85	0.56
2	crotalária_pp	el	0_20	b2	1.74	1.82	95.6	224.4	102.8	673	0.07	0.33	0.4	2.69	1.57	0.54	6.06	0.04	3.6	15.4	4.88	0.82	14.6	11.6	24	6.87	12.95	0.71	7.07	0.85
2	crotalária_pp	el	0_20	b3	1.69	1.82	92.94	224.4	102.8	673	0.08	0.29	0.37	2.69	1.47	0.61	6.01	0.04	3.8	14.6	5.1	0.75	16.8	11.1	18.8	6.96	13.77	0.75	7.47	0.90
2	crotalária_pp	el	20_30	b1	1.73	1.8	96.28	267	102	631	0.03	0.33	0.36	2.7	0.89	0.64	9.9	0.02	1	11	4.5	0.3	11	7	31	4.86	8.36	0.42	4.20	0.72
2	crotalária_pp	el	20_30	b2	1.75	1.8	97.16	267	102	631	0.04	0.34	0.38	2.7	1.02	0.46	9.28	0.03	2	13	4.8	0.4	13	12	25	5.42	9.32	0.53	5.34	0.92
2	crotalária_pp	el	20_30	b3	1.64	1.8	91.11	267	102	631	0.04	0.35	0.39	2.7	0.77	0.51	7.21	0.02	4	11	4.9	0.35	15	11	18	5.27	9.06	0.61	6.07	1.04
2	crotalária_pp	el	30_70	b1	1.57	1.76	89.21	322	107	571	0.08	0.34	0.42	2.69	0.74	0.32	2	0.02	1	9	4.2	0.3	9	10.5	19	3.91	25	0.32	3.16	2.02
2	crotalária_pp	el	30_70	b2	1.67	1.76	94.54	322	107	571	0.11	0.37	0.48	2.69	0.54	0.26	1.6	0.02	1	10	5.2	0.4	13	10	20	4.02	25.75	0.33	3.33	2.13
2	crotalária_pp	el	30_70	b3	1.62	1.76	92.08	322	107	571	0.15	0.25	0.4	2.69	0.64	0.41	1.54	0.02	2	11	5.2	0.35	18	11	18	4.85	31.01	0.52	5.18	3.32
2	crotalária_pp	l	0_20	b1	1.55	1.82	85.3	224.4	102.8	673	0.07	0.37	0.44	2.69	0.95	1.35	18.3	0.04	3.7	12.8	4.38	1.9	9.4	5.8	34	7.19	11.19	0.05	0.53	0.56
2	crotalária_pp	l	0_20	b2	1.5	1.82	82.89	224.4	102.8	673	0.1	0.35	0.44	2.69	0.81	1.46	22.44	0.04	4.8	17.2	4.4	2.6	8.8	6.8	29.8	7.79	13.49	0.05	0.49	0.52
2	crotalária_pp	l	0_20	b3	1.49	1.81	82.74	224.4	102.8	673	0.08	0.35	0.42	2.69	0.79	1.36	19.23	0.05	4.7	14.7	5.14	2.66	12.2	7.2	22.5	9.52	15.19	0.05	0.48	0.55
2	crotalária_pp	l	20_30	b1	1.65	1.8	91.45	267	102	631	0.08	0.37	0.45	2.7	0.47	0.93	13.86	0.02	1	11	4.4	0.5	9	6	34	5.09	8.2	0.04	0.45	0.82
2	crotalária_pp	l	20_30	b2	1.61	1.79	89.81	267	102	631	0.1	0.31	0.4	2.7	0.51	0.65	16.18	0.03	2	14	4.1	1.6	6	5	34	6.07	9.77	0.04	0.41	0.75
2	crotalária_pp	l	20_30	b3	1.56	1.8	86.41	267	102	631	0.06	0.36	0.42	2.7	0.43	0.45	16.89	0.02	3	11	5.2	1.6	7.5	5.5	18	4.73	7.61	0.03	0.34	0.62
2	crotalária_pp	l	30_70	b1	1.66	1.73	95.63	322	107	571	0.04	0.36	0.4	2.69	1.04	1.63	4.34	0.04	3	9	4.4	0.3	9	5	34	9.34	25.46	0.03	0.33	2.47
2	crotalária_pp	l	30_70	b2	1.63	1.74	93.78	322	107	571	0.04	0.36	0.39	2.69	1.15	1.37	5.67	0.03	2	10	4.1	0.7	6	5	31	7.68	31.46	0.03	0.33	2.44
2	crotalária_pp	l	30_70	b3	1.61	1.72	93.41	322	107	571	0.05	0.35	0.4	2.69	1.11	1.89	5.09	0.04	2.5	9.5	5.8	0.5	7.5	5	32.5	10.99	37.46	0.03	0.29	2.16
2	milheto_cm	el	0_20	b1	1.7	1.83	93.02	224.4	102.8	673	0.05	0.32	0.36	2.69	1.56	0.65	4.87	0.03	3.6	14.4	4.44	0.77	9.2	5.8	31	6.16	14.23	0.56	5.57	0.63
2	milheto_cm	el	0_20	b2	1.66	1.82	91.08	224.4	102.8	673	0.05	0.34	0.39	2.69	1.7	0.52	4.73	0.04	4.3	14	4.12	0.88	9.9	6.5	33.8	6.56	14.66	0.53	5.26	0.64
2	milheto_cm	el	0_20	b3	1.75	1.82	96.27	224.4	102.8	673	0.03	0.32	0.36	2.69	1.77	0.67	6.26	0.04	4.8	17.2	4.58	0.92	10.8	7.8	26.2	7.24	15.65	0.64	6.35	0.76
2	milheto_cm	el	20_30	b1	1.61	1.79	90.4	267	102	631	0.06	0.34	0.4	2.7	1.56	0.85	7.68	0.04	5	17	4.2	0.5	8	7	38	7.53	12.96	0.72	7.19	1.24
2	milheto_cm	el	20_30	b2	1.51	1.78	85.05	267	102	631	0.06	0.38	0.44	2.7	1.24	0.53	4.95	0.04	6.5	18	4.4	0.65	10	8	33	8.62	14.83	0.78	7.80	1.34
2	milheto_cm	el	20_30	b3	1.71	1.77	96.32	267	102	631	0.02	0.35	0.37	2.7	1.87	0.71	7.38	0.05	8	19	4.6	0.8	12	9	28	9.71	16.69	0.85	8.47	1.46
2	milheto_cm	el	30_70	b1	1.51	1.75	85.98	322	107	571	0.05	0.39	0.44	2.69	0.81	0.73	2.56	0.02	2	13	4.1	0.4	6	6	34	5.62	35.96	2.28	22.82	14.60
2	milheto_cm	el	30_70	b2	1.64	1.75	93.75	322	107	571	0.03	0.38	0.41	2.69	0.98	0.52	2.92	0.02	8	11	4.1	0.45	9	7	34	5.68	36.38	0.58	5.84	3.74
2	milheto_cm	el	30_70	b3	1.65	1.75	94.05	322	107	571	0.02	0.37	0.39	2.69	0.89	0.95	2.75	0.02	2	12	4.6	0.5	8	9	22	5.54	35.43	0.38	3.83	2.45
2	milheto_cm	l	0_20	b1	1.66	1.82	91.62	224.4	102.8	673	0.05	0.34	0.39	2.69	1.45	0.6	7.37	0.04	4.4	16.1	4.22	1.12	9.7	6	32	7.86	15.49	0.04	0.39	0.44
2	milheto_cm	l	0_20	b2	1.76	1.82	96.72	224.4	102.8	673	0.04	0.31	0.35	2.69	1.65	0.58	7.08	0.04	4.3	12	4.68	1.06	12.05	7.5	26	7.36	13.54	0.01	0.08	0.07
2	milheto_cm	l	0_20	b3	1.59	1.81	88.22	224.4	102.8	673	0.07	0.34	0.41	2.69	1.54	0.67	7.89	0.05	5.9	18.8	4.66	1.31	12.2	7.8	25.6	9.43	17.33	0.03	0.32	0.35
2	milheto_cm	l	20_30	b1	1.68	1.8	93.75	267	102	631	0.07	0.36	0.43	2.7	2.14	0.64	5.59	0.03	3	14	4.1	0.6	6	5	38	5.69	9.15	0.02	0.25	0.45
2	milheto_cm	l	20_30	b2	1.69	1.8	94.21	267	102	631	0.04	0.33	0.37	2.7	1.77	0.47	5.13	0.02	2	12	4.5	0.5	11	8	34	5.09	8.19	0.00	0.00	0.00
2	milheto_cm	l	20_30	b3	1.53	1.79	85.84	267	102	631	0.1	0.33	0.43	2.7	1.96	0.82	3.91	0.03	2.5	18	4.6	0.55	11	7	28	7.43	11.96	0.03	0.29	0.54
2	milheto_cm	l	30_70	b1	1.62	1.75	92.47	322	107	571	0.06	0.33	0.4	2.69	1.79	0.42	2.39	0.02	2	13	4.1	0.6	7	5	38	5.98	38.5	0.02	0.24	1.81
2	milheto_cm	l	30_70	b2	1.6	1.76	91.21	322	107	571	0.05	0.36	0.4	2.69	1.41	0.62	2.67	0.02	1	11	4.3	0.85	10	7	34	5.37	34.58	0.04	0.39	2.91
2	milheto_cm	l	30_70	b3	1.63	1.75	93.45	322	107	571	0.07	0.33	0.39	2.69	2.06	0.52	3.4	0.03	2	14	4.3	1.1	7	6	25	6.49	41.79	0.05	0.45	3.33
2	milheto_pd	el	0_20	b1	1.77	1.83	96.58	224.4	102.8	673	0.05	0.31	0.36	2.69	2.11	0.74	8.14	0.03	2.8	13.8	4.7	0.74	14	5.6	24	5.71	12.59	0.73	7.25	0.83
2	milheto_pd	el	0_20	b2	1.71	1.83	93.55	224.4	102.8	673	0.06	0.29	0.35	2.69	1.87	0.84	8.38	0.03	2.8	13	4.64	0.78	12.1	6.2	24.5	6.01	13.59	0.55	5.52	0.63
2	milheto_pd	el	0_20	b3	1.72	1.83	93.86	224.4	102.8	673	0.06	0.31	0.37	2.69	1.69	0.81	9.38	0.03	1.3	12.5	4.74	0.98	11.2	6.6	24	5.54	12.16	0.35	3.46	0.39
2	milheto_pd	el	20_30	b1	1.77	1.8	98.34	267	102	631	0.07	0.32	0.39	2.7	1.41	0.61	6.58	0.02	1	10	4.2	0.3	9.5	3	25	4.51	7.75	0.48	4.82	0.83
2	milheto_pd	el	20_30	b2	1.67	1.8	92.77	267	102	631	0.08	0.3	0.38	2.7	1.2	0.41	6.06	0.02	2	11	4.6	0.3	11	4	25	4.94	8.5	0.52	5.21	0.90
2	milheto_pd	el	20_30	b3	1.75	1.8	97.14	267	102	631	0.05	0.3	0.35	2.7	1.3	0.66	5.28	0.02	1.5	10.5	4.4	0.3	8	5	25	4.72	8.12	0.50	5.00	0.86
2	milheto_pd	el	30_70	b1	1.71	1.76	97.51	322	107	571	0.03	0.34	0.36	2.69	3.09	0.91	10.64	0.02	1	12	4.3	0.3	15.5	5	31	5.25	33.63	0.60	6.02	3.85
2	milheto_pd	el	30_70	b2	1.56	1.75	89.18	322	107	571	0.03	0.3	0.33	2.69	2.54	0.83	11.79	0.02	1	11	4.7	0.3	16	9	28	5.82	37.25	0.66	6.59	4.22
2	milheto_pd	el	30_70	b3	1.68	1.76	95.54	322	107	571	0.02	0.35	0.38	2.69	2	0.74	16.01	0.02	1	11	5.1	0.4	15	9	25	5	32.01	0.46	4.56	2.92
2	milheto_pd	l	0_20	b1	1.56	1.83	85.49	224.4	102.8	673	0.11	0.28	0.4	2.69	0.55	1.15	11.97	0.04	4.1	13.8	4.43	1.71	13	7.1	29.2	6.23	11.23	0.05	0.46	0.51
2	milheto_pd	l	0_20	b2	1.55	1.83	84.9	224.4	102.8	673	0.1	0.34	0.43	2.69	0.63	0.97	11.76	0.03	4.4	12.8	4.56	1.35	12.4	7	26.8	6.11	13.13	0.00	0.00	0.00
2	milheto_pd	l	0_20	b3	1.61	1.82	88.34	224.4	102.8	673	0.1	0.35	0.45	2.69	0.74	0.88	13.04	0.04	4.8	17.6	4.66	2.41	13.6	7.6	28	7.48	14.74	0.03	0.31	0.39
